title;relevancy;engagement;activity
sebahat tuncel;0.023492561;0.019497754;
sebnem ferah;0.150352388;0.052368314;
seda sayan;0.120595145;0.026541445;
sedat peker;0.057165231;0.028140738;
seinfeld;0.133124511;0.023104669;
seks;0.178543461;0.035694841;
seks hayatini bir bilgisayar oyunuyla tarif et;0;0.030760855;
seks yaparken konsantrasyonu bozan seyler;0.000783085;0.029774057;
seksenler;0.030540329;0.023410916;
seksten daha guzel seyler;0.004698512;0.044746155;
seksten zevkli asktan guzel sevgiden degerli sey;0.003132341;0.038961481;
selahattin demirtas;0.09945184;0.159997278;
selcuk inan;0.193422083;0.119946917;
selcuk sahin;0.154267815;0.047332244;
selfie;0.051683634;0.020008167;
selin sayek boke;0.019577134;0.020892881;
semih erden;0.028974158;0.023138696;
semih kaya;0.104150352;0.064448074;
semih ozturk;0.018010963;0.012283925;
semih senturk;0.096319499;0.04263645;
sen aydinlatirsin geceyi;0.02192639;0.019701919;
sen cok iyi bir insansin;0.010963195;0.020892881;
sen kimsin sorusuna verilecek karizmatik cevaplar;0.000783085;0.016775555;
senden sonra;0.016444792;0.031067102;
sener sen;0.161315583;0.026337281;
seni aldattim diyen sevgiliye soylenecek ilk soz;0.003132341;0.037430244;
seni seviyorum;0.133907596;0.041071186;
seni seviyorum a verilebilecek cevaplar;0.003915427;0.054103716;
seni seviyorum a verilebilecek en aci cevap;0.003132341;0.062950864;
seni seviyorum a verilebilecek en boktan cevaplar;0.005481597;0.041309378;
seni seviyorum a verilebilecek en kil cevaplar;0.002349256;0.036341364;
seni seviyorum a verilmemesi gereken cevaplar;0.000783085;0.021233156;
seni seviyorum ile seviyorum seni arasindaki fark;0.000783085;0.020450524;
seninki kac santim;0.009397024;0.01452974;
senol gunes;0.147220047;0.127296856;
senyazmasanbenyazmasam;0.012529366;0.006941609;
sercan yildirim;0.059514487;0.02742616;
serdal adali;0.024275646;0.016741527;
serdar aziz;0.037588097;0.023615081;
serdar kurtulus;0.052466719;0.015244317;
serdar ortac;0.230227095;0.057132163;
serdar ozkan;0.068911511;0.016945692;
serdar turgut;0.034455756;0.01725194;
seref meselesi;0.01018011;0.011092963;
serena williams;0.008613939;0.016095005;
serenay sarikaya;0.025841817;0.01657139;
sergen yalcin;0.151918559;0.065502926;
sergen yalcin la sikinti var;0.007830854;0.020620661;
sergio ramos;0.05559906;0.014870015;
serhat ulueren;0.051683634;0.017149857;
seri eksi oy veren ibne;0.050900548;0.021709541;
serkan inci;0.010963195;0.032904587;
serkan is my girl;0.036805012;0.017694297;
serra yilmaz in turk olmaktan utanmasi;0.000783085;0.017966517;
sertab erener;0.105716523;0.032632367;
servet cetin;0.101018011;0.035626786;
ses etme;0.006264683;0.017217912;
sesine asik olunan erkekler;0.007047768;0.024193548;
sesine asik olunan kadinlar;0.003915427;0.037872601;
sessizlik;0.056382146;0.0167075;
sevan nisanyan;0.039154268;0.026711583;
sevgi;0.192638998;0.025214373;
sevgi ile ask arasindaki fark;0.001566171;0.025588676;
sevgili;0.189506656;0.073839662;
sevgili bulunca arayip sormayan arkadas;0.000783085;0.025384511;
sevgili edinme konusunda hicbir sey yapmayan insan;0.001566171;0.058697428;
sevgili olmak istenen unluler;0.002349256;0.027494215;
sevgiliden alinmis en guzel hediye;0.001566171;0.017217912;
sevgiliden ayrildiktan sonra yapilanlar;0.000783085;0.020586634;
sevgiliden ayrildiktan sonraki ilk gun;0.003132341;0.020960936;
sevgiliden ayrilmak;0.01018011;0.017456105;
sevgililer gunu;0.056382146;0.058357153;
sevgililerin yanindaki ucuncu kisi olmak;0.002349256;0.018987342;
sevgilinin cep telefonunu karistirmak;0.001566171;0.017592215;
sevgilinin daha cok sevildigi an;0.007047768;0.058833537;
sevgilinin dahi anlamindaki de yi bitisik yazmasi;0.000783085;0.017183885;
sevgilinin dogru kisi oldugunun anlasildigi an;0.000783085;0.020620661;
sevgilinin en opulesi yeri;0;0.018919287;
sevgilinin gecmisi;0.002349256;0.027902545;
sevgilinin ilk kez goruldugu an;0.003132341;0.03150946;
sevgilinin karsi cins kankasi ile tatile gitmesi;0;0.017660269;
sevgilinin kokusu;0.014095536;0.035150402;
sevgilinin soyledigi unutulmayan sozler;0.001566171;0.066319586;
sevgilisi icin hayatini degistiren insan;0.003132341;0.019735947;
sevgilisi olan bir erkege bile bile yazan kadin;0.006264683;0.016537362;
sevgilisi olan bir kadina bile bile yazan erkek;0.007047768;0.019974139;
sevgilisinden yeni ayrilanlara tavsiyeler;0.002349256;0.027119913;
sevgilisini aldatmayan guvenilir nazik kibar erkek;;0.018579012;
sevgilisinin cep telefonunu karistirmayan kadin;0.001566171;0.021777596;
sevgilisinin ustsuz guneslenmesine kizmayan erkek;0.001566171;0.024703961;
sevgilisiz yasayabilen insan;0.002349256;0.059241867;
sevgiliye sarilip uyumak;0.009397024;0.019838029;
sevgiliye soylenebilecek en agir soz;0.002349256;0.01697972;
sevgiliye soylenen en guzel soz;0.003915427;0.019701919;
sevgiliye soylenen kirici laflar;0.001566171;0.015924867;
sevgiliye takilan lakaplar;0.004698512;0.041037158;
sevgiliyi seks yapamayacak kadar sevmek;0.000783085;0.039471893;
sevgiliyi telefona adi ve soyadiyla kaydeden insan;0.001566171;0.033585137;
sevgiliyle sinemada ilk seyredilen film;0.001566171;0.024942153;
sevgiliyle uyumak;0.004698512;0.021437321;
sevilay yukselir;0.024275646;0.019429699;
sevilen cizgi filmin en vurucu cumlesi;0;0.025010208;
sevilen kisiden vazgecme esigi;0.008613939;0.071934123;
sevilen sarkinin en vurucu cumlesi;0.003915427;0.096706139;
sevilen siirin en vurucu cumlesi;0.004698512;0.224343269;
sevilen turkunun en vurucu cumlesi;0;0.025214373;
seviselim mi demenin gizli yollari;0.002349256;0.026575473;
sevisilen en ilginc yer;0.002349256;0.025010208;
sevisirken dinlenecek sarkilar;0.007047768;0.074724377;
sevisirken soylenecek en aptalca sozler;0.001566171;0.022492174;
sevisme baslatici salak diyaloglar;0.008613939;0.024499796;
sevisme istegi uyandiran sarkilar;0.000783085;0.018204709;
sevismek;0.041503524;0.021369266;
sevismek istenen unluler;0.007830854;0.026779638;
sevistikten sonra soylenecek en aptalca sozler;0.002349256;0.015822785;
seviyor sevmiyor;0.007830854;0.013406833;
sevmek;0.068128426;0.037089969;
sevval sam;0.04385278;0.022390091;
seyma subasi;0.004698512;0.021947734;
seytan;0.090054816;0.020892881;
seyyar saticinin suriyeli cocugu yere carpmasi;0.002349256;0.01697972;
sezen aksu;0.268598277;0.07224037;
sezer ozturk;0.043069695;0.014189465;
shakespeare in asli seyh pir dir;0.002349256;0.026303253;
shameless;0.083007048;0.079181979;
shaquille o neal;0.045418951;0.015822785;
sherlock;0.090837901;0.05607731;
show tv;0.159749413;0.033721247;
shutter island;0.036805012;0.017694297;
sia;0.050900548;0.015550565;
sibel kekilli;0.037588097;0.026337281;
sictik kelimesinin mesleklerdeki terminolojisi;0.002349256;0.089662447;
sictik kelimesinin pc oyunlarindaki terminolojisi;0;0.019804002;
sigara;0.185591229;0.099632503;
sigara icen kadin;0.001566171;0.024635906;
sigara icme yasagi;0.009397024;0.024567851;
sigara icmek icin gereken tek mantikli neden;0.000783085;0.022764394;
sigara ictigi icin yumruklanan lcw calisani;0.003132341;0.029944195;
sigara yaktiran sarkilar;0.005481597;0.020756771;
sigarayi birakmak;0.026624902;0.17925684;
sigmund freud;0.09945184;0.023410916;
sigortali olmayanlarin 213 tl odeme zorunlulugu;0.018794049;0.033959439;
siir;0.073610023;0.02960392;
sikayetvar;0.012529366;0.014870015;
sila gencoglu;0.039154268;0.070402886;
silmeye kiyilamayan sms ler;0.003132341;0.02769838;
simdi yatayim yarin erkenden kalkip ders calisirim;0.017227878;0.022322036;
simon kjaer;0.031323414;0.031033075;
sinan akcil;0.048551292;0.027119913;
sinan bolat;0.030540329;0.014563768;
sinan cetin;0.062646829;0.025384511;
sinan cetin in cekecegi filme isim onerileri;0;0.019599837;
sinan engin;0.09788567;0.033142779;
sinan gumus;0.036021926;0.029706002;
sinan ogan;0.023492561;0.014597795;
sinav iyi gecti deyip 40 alan ogrenci;0;0.024635906;
sinav kagidinda hocaya not yazmak;0.002349256;0.025112291;
sinavda ek kagit isteyen ogrenci;0.002349256;0.021505376;
sinavlarda alinmis komik notlar;0.000783085;0.038995508;
sinavlarda verilmis en kotu yanitlar;0.001566171;0.054035661;
sinem kobal;0.034455756;0.027664353;
sinema salonunda izlenen en kotu filmler;0.002349256;0.044780182;
sinema tarihinin en huzunlu sahnesi;0.002349256;0.038383013;
sinemada seyredilen ilk film;0.003132341;0.146216143;
sinirlendiginde cok kirici olabilen insan;0.004698512;0.025146318;
sinuzit;0.025841817;0.018851232;
sirf ibnelik olsun diye yapilan seyler;0.002349256;0.021505376;
sirin payzin;0.030540329;0.035354566;
sirri sureyya onder;0.104933438;0.103783857;
sirt cantasiyla dolasan erkekler;0;0.029637947;
sisli etfal de ayakustu sican teyze;0.017227878;0.040662856;
sivas;0.090837901;0.0167075;
sivas katliami;0.100234926;0.061147407;
sivasspor;0.092404072;0.019395672;
sivrisinek;0.03367267;0.050292636;
six feet under;0.11981206;0.035864979;
sktch.in;0.002349256;0.012522118;
sktch.in de cizilen eksi sozluk nick leri;0;0.02892337;
skyfall;0.025841817;0.018919287;
skyler white;0.104933438;0.059956445;
skype;0.068128426;0.02892337;
slaven bilic;0.102584182;0.106063699;
slumdog millionaire;0.0321065;0.015788757;
smallville;0.044635865;0.010650606;
snapchat;0.03367267;0.025656731;
sobali evde buyumus cocuk;0.005481597;0.068157071;
sokak dugunu;0.007830854;0.016503335;
sokak kopegi;0.007830854;0.022458146;
sokakta opusmek;0.002349256;0.017762352;
sokaktaki kedi kopegi igrenmeden seven insan;0.000783085;0.031815707;
sol;0.126859828;0.017422077;
solcularda vatan sevgisi olmamasi;0.000783085;0.025146318;
son;0.140172279;0.020858854;
son feci bisiklet;0.030540329;0.023308834;
son okunan kitap;0;0.025180346;
son sozler;0.014878622;0.016197087;
sonbahar;0.075176194;0.031475432;
soner sarikabadayi;0.039154268;0.018476929;
soner yalcin;0.076742365;0.016639445;
sonisphere festival 2010;0.018794049;0.027221995;
sonisphere festival 2011;0.008613939;0.016197087;
sonra dondum ve dedim ki;0.001566171;0.018510957;
sons of anarchy;0.044635865;0.018000544;
sonuna amina koyim yazilabilecek sarkilar;0.000783085;0.035762896;
sony;0.080657792;0.015924867;
sony xperia z;0.007047768;0.011058936;
sort giydigi icin kadina ucan tekme atan adam;0.007047768;0.029093508;
sosyal fobi;0.023492561;0.013883218;
sosyal medya;0.110415035;0.023444944;
sosyal sigortalar ve genel saglik sigortasi yasasi;0.009397024;0.011909623;
sosyalizm;0.068911511;0.01752416;
sota arveladze;0.025058731;0.020008167;
sourberry;0.05403289;0.028004628;
south park;0.164447925;0.034605962;
sovyet sosyalist cumhuriyetleri birligi;0.003915427;0.017966517;
soylemesi zevkli basketbolcu isimleri;0;0.020790799;
soylemesi zevkli futbolcu isimleri;0.000783085;0.019429699;
soylenmesinden zevk alinan kelimeler;0.001566171;0.036239281;
soyleyecek cok seyi oldugu halde susan kadin;0.005481597;0.017660269;
soyleyeni entel gosteren kelimeler;0.000783085;0.02960392;
sozcu;0.054815975;0.025724786;
sozelciligin bir dusuk zeka gostergesi olmasi;0.003132341;0.023308834;
sozlugun en guzel kizi;0.004698512;0.018068599;
sozluk erkeklerinin yakisiklilik dereceleri;0;0.018953314;
sozluk hakkinda ne dediler;0.002349256;0.010854771;
sozluk nick inden kullanacagi oyu tahmin etmek;0;0.045188512;
sozluk nick lerinden meslek tahmini yapmak;0.003132341;0.199877501;
sozluk nickinden cinsel performans analizi yapmak;0;0.020314414;
sozluk yazarlarindan aforizmalar;0.016444792;0.229787668;
sozluk yazarlarinin almanca seviyeleri;0.000783085;0.020722744;
sozluk yazarlarinin askerlik yaptiklari yerler;0.000783085;0.021403294;
sozluk yazarlarinin benzetildikleri unluler;0.002349256;0.0907173;
sozluk yazarlarinin cep telefonu melodileri;0.006264683;0.113107391;
sozluk yazarlarinin cocuklarina dusundugu isimler;0.001566171;0.052402341;
sozluk yazarlarinin dinledigi sarkilar;0.003132341;0.075813257;
sozluk yazarlarinin evcil hayvanlarinin isimleri;0.000783085;0.037260106;
sozluk yazarlarinin favori roman karakterleri;0.000783085;0.040356608;
sozluk yazarlarinin gecirdigi en kotu sene;0.000783085;0.028821288;
sozluk yazarlarinin hayalleri;0.000783085;0.034742072;
sozluk yazarlarinin hayat felsefeleri;0.002349256;0.063291139;
sozluk yazarlarinin ilkokul numaralari;0.003132341;0.018034572;
sozluk yazarlarinin ingilizce seviyeleri;0;0.021097046;
sozluk yazarlarinin kan gruplari;0.003132341;0.022832449;
sozluk yazarlarinin kizlarina verecekleri isimler;0.002349256;0.034810127;
sozluk yazarlarinin meslekleri;0.002349256;0.048216959;
sozluk yazarlarinin mezar tasi yazilari;0.003915427;0.028719205;
sozluk yazarlarinin ogrendigi seyler;0.001566171;0.044644072;
sozluk yazarlarinin okudugu kitaplar;0.002349256;0.048489179;
sozluk yazarlarinin okumakta oldugu kitaplar;0.000783085;0.019565809;
sozluk yazarlarinin okurken zorlandigi kitaplar;0.000783085;0.034435824;
sozluk yazarlarinin olasi intihar notlari;0.002349256;0.034844154;
sozluk yazarlarinin prensipleri;0.001566171;0.022594256;
sozluk yazarlarinin rumuzlarinin hikayeleri;0.009397024;0.103001225;
sozluk yazarlarinin rumuzlarinin okunuslari;0.001566171;0.025656731;
sozluk yazarlarinin saat markalari;0;0.023547026;
sozluk yazarlarinin satin aldiklari son kitap;0.001566171;0.223084252;
sozluk yazarlarinin siirleri;0.007830854;0.053797468;
sozluk yazarlarinin son gittikleri tiyatro oyunu;0.000783085;0.04304478;
sozluk yazarlarinin su an bulunduklari yerler;0.000783085;0.02878726;
sozluk yazarlarinin super gucleri;0.001566171;0.0460392;
sozluk yazarlarinin tek satirlik ozgecmisleri;0.001566171;0.074350075;
sozluk yazarlarinin uyuduklari en ilginc yer;0.000783085;0.074486185;
sozluk yazarlarinin whatsapp durum guncellemeleri;0.000783085;0.055805091;
sozluk yazarlarinin yalnizlik dereceleri;0.001566171;0.036069144;
sozluk yazarlarinin zenginlik kistaslari;0.001566171;0.066898054;
sozlukculer hakkindaki asilsiz dedikodular;0.002349256;0.008370764;
sozlukculerin 20 defadan fazla izledigi filmler;0.001566171;0.044848237;
sozlukculerin 7 haziran ve 1 kasim oy tercihleri;0;0.05662175;
sozlukculerin aslinda demek istedikleri;0.064996085;0.037021914;
sozlukculerin basindan gecen dogaustu olaylar;0.005481597;0.056553695;
sozlukculerin ben de oradaydim dedigi olaylar;0.000783085;0.025622703;
sozlukculerin bloglari;0.003915427;0.051041241;
sozlukculerin connected2.me sayfalari;0.001566171;0.022798421;
sozlukculerin en buyuk korkulari;0.001566171;0.018817204;
sozlukculerin en eften puften basarilari;0.028191073;0.11773513;
sozlukculerin en iyi 10 dizi listesi;0.005481597;0.081700014;
sozlukculerin en iyi 10 film listesi;0.003915427;0.030999047;
sozlukculerin en iyi 5 bilgisayar oyunu listesi;;0.077378522;
sozlukculerin en tuhaf korkulari;0.005481597;0.062168232;
sozlukculerin en tuhaf takintilari;0.003915427;0.041581598;
sozlukculerin en uzun yuruyusleri;0;0.037634409;
sozlukculerin evlenmek istedikleri unluler;0.001566171;0.024431741;
sozlukculerin evlerinde bulundurduklari silahlar;0.000783085;0.039199673;
sozlukculerin favori bira markasi;0;0.018034572;
sozlukculerin favori kitap film dizi uclusu;;0.046685722;
sozlukculerin favori kotu adamlari;;0.019157479;
sozlukculerin fizyolojik find a word sonuclari;;0.020892881;
sozlukculerin formspring sayfalari;0.004698512;0.038042739;
sozlukculerin garip huylari;0.001566171;0.020688716;
sozlukculerin hayalindeki meslek;0.000783085;0.023342861;
sozlukculerin hayalindeki otomobiller;0.000783085;0.03055669;
sozlukculerin ihtiyaci olan nakit para;0.000783085;0.036443446;
sozlukculerin ilk cep telefonlari;0.000783085;0.050666939;
sozlukculerin ilk hard disk kapasiteleri;0;0.017966517;
sozlukculerin instagram sayfalari;0.004698512;0.060466857;
sozlukculerin iyi ki almisim dedigi seyler;0.000783085;0.016911665;
sozlukculerin karayolundaki hiz rekorlari;0.002349256;0.045426705;
sozlukculerin kendisine benzettigi kitap karakteri;0;0.016877637;
sozlukculerin last.fm sayfalari;0.002349256;0.029093508;
sozlukculerin my brute sayfalari;0.003915427;0.023410916;
sozlukculerin nick leriyle anlatmak istedikleri;0.000783085;0.032768477;
sozlukculerin parfumleri;0.000783085;0.087212468;
sozlukculerin ruh halleri;0.000783085;0.023955356;
sozlukculerin stadyumda izledikleri ilk mac;0.001566171;0.024363686;
sozlukculerin su an ihtiyaci olan sey;0.003915427;0.08826732;
sozlukculerin tumblr sayfalari;0.000783085;0.017558187;
sozlukculerin twitter sayfalari;0.014878622;0.091295767;
sozlukculerin uyuz olduklari insan tipleri;0.000783085;0.036341364;
sozlukculerin vucutlarina bakip soyledikleri;0.000783085;0.037634409;
sozlukculerin wallpaper resimleri;0.000783085;0.019599837;
sozlukle ilgili istekler;0.023492561;0.100551245;
sozlukle ilgisiz istekler;0.008613939;0.048625289;
sozlukteki bug lar;0.007047768;0.018715122;
sozlukteki en iyi entry ler;0.003132341;0.016877637;
spam sms lere 50 bin tl ceza gelmesi;0;0.018647067;
spartacus blood and sand;0.03367267;0.019361644;
spartacus gods of the arena;0.014878622;0.013100585;
spartacus vengeance;0.017227878;0.021913706;
spartacus war of the damned;0.012529366;0.02810671;
spinapubica;0.021143305;0.010174221;
spor spikerlerinin turkceye kazandirdiklari;0.009397024;0.017013747;
spor yapmak icin gerekli motivasyon kaynagi;0.000783085;0.020994964;
spotify;0.101801096;0.131073908;
srpski film;0.021143305;0.020450524;
ssg;0.299138606;0.137164829;
ssgsever;0.008613939;0.009595753;
stannis baratheon;0.020360219;0.017490132;
star tv;0.122944401;0.034299714;
star wars;0.20908379;0.036443446;
star wars episode iii   revenge of the sith;0.014878622;0.015244317;
star wars episode vii the force awakens;0.014878622;0.058289098;
star wars the old republic;0.003915427;0.007894379;
starbucks;0.140172279;0.128113516;
starbucks tan elinde kahveyle cikan insan;0.001566171;0.020620661;
starcraft 2;0.017227878;0.015856812;
steam;0.078308536;0.068769566;
steam summer sale 2015;0.004698512;0.011195046;
stephen curry;0.020360219;0.038757316;
stephen hawking;0.084573218;0.020348442;
steve jobs;0.108848865;0.045869062;
steven gerrard;0.07595928;0.021641486;
stv;0.054815975;0.019089424;
su;0.193422083;0.017898462;
su an dinlenen sarkidan bir cumle;0.001566171;0.151252212;
su an olmak istenen yer;0.001566171;0.041105213;
su anda calan sarki;0.007830854;0.517183885;
su sicratmamak icin yavaslayan surucu;0.002349256;0.043214918;
suat kilic;0.043069695;0.039403838;
subat;0.057165231;0.015516537;
subway;0.017227878;0.015788757;
suicide squad;0.020360219;0.033074724;
suits;0.037588097;0.022083844;
sukela reader;0.007830854;0.019361644;
suleyman demirel;0.167580266;0.039403838;
suleyman seba;0.082223962;0.037770519;
suleymancilar;0.01018011;0.020756771;
sumer kolcak;0.018794049;0.01303253;
sumeyye erdogan;0.023492561;0.023751191;
sunay akin;0.093970243;0.022083844;
sunexpress;0.005481597;0.015414455;
super chat enstantaneleri;0;0.007111746;
super loto;0.014878622;0.018613039;
supernatural;0.110415035;0.059241867;
superonline;0.03367267;0.039573976;
surat kargo;0.013312451;0.023512999;
suriye;0.150352388;0.025826868;
suriyeli siginmacilar;0.014095536;0.083843746;
suriyelilere vatandaslik imkani verecegiz;0.003132341;0.023444944;
survivor 2016;0.032889585;0.182999864;
survivor all star;0.020360219;0.118075405;
survivor kizlar erkekler;0.005481597;0.019259562;
survivor unluler gonulluler 2011;0.002349256;0.022900504;
survivor unluler gonulluler 2012;0.005481597;0.020756771;
survivor unluler gonulluler 2013;0.006264683;0.034503879;
survivor unluler gonulluler 2014;0.004698512;0.021573431;
suskunlar;0.084573218;0.045120457;
suskunlugu asaletinden olan turk kizi;0.007047768;0.014087383;
susmak;0.03367267;0.024125493;
suudi arabistan;0.086139389;0.022083844;
syd;0.017227878;0.009561726;
system of a down;0.045418951;0.018272764;
t3.oyveotesi.org;0.002349256;0.017319995;
tabu diyaloglari;0.004698512;0.059309922;
tacizcisini instagram hesabindan afise eden kiz;0.002349256;0.015312372;
tadildigina pisman eden seyler;0.002349256;0.033244862;
tahir elci;0.014878622;0.014699878;
takip edilesi bloglar;0.001566171;0.031713625;
taksi muhabbetleri;0.001566171;0.021709541;
taksim gezi parki;0.034455756;0.045120457;
taksim topcu kislasi icin referandum yapilmasi;0.000783085;0.014563768;
tamer karadagli;0.029757244;0.018034572;
taner tarlaci;0.01174628;0.023717163;
taner yildiz;0.040720439;0.021505376;
tango;0.038371182;0.014223493;
tanri;0.146436962;0.036001089;
tanrinin insana verdigi en buyuk ceza;0.000783085;0.027256023;
tanriya sorulacak tek soru;0.005481597;0.045460732;
taraf;0.15348473;0.045801007;
tarihin arka odasi;0.029757244;0.035388594;
tarihteki muazzam ayarlar;0.039937353;0.022968559;
tarik akan;0.079091621;0.060500885;
tarik camdal;0.047768207;0.021097046;
tarkan;0.243539546;0.066966109;
tas gibi kizi kultursuz diye terk eden erkek;0.000783085;0.018374847;
tasinmak;0.008613939;0.015788757;
tatava yapma bas gec;0.037588097;0.016367225;
tayfur havutcu;0.050117463;0.018885259;
taylor swift;0.063429914;0.019293589;
tayt giyen kizin asil amaci;0.009397024;0.044099633;
tc kimlik numarasi;0.01018011;0.023649108;
tc kimlik numarasini 2 2 2 3 2 seklinde ezberlemek;0.000783085;0.019361644;
tchibo;0.020360219;0.031951817;
tecavuzculere verilmesi gereken ceza;0.002349256;0.016537362;
tecavuze ugrayan dogursun gerekirse devlet bakar;0.02192639;0.024499796;
tecavuzun cezasi ne olmali;0.000783085;0.018408874;
tehlikeli oyunlar;0.053249804;0.013747108;
tek basina icmek;0.005481597;0.032224037;
tek basina sinemaya gitmek;0.007830854;0.069654281;
tek basina tatile cikmak;0.006264683;0.021437321;
tek cocuk olmak;0.005481597;0.018953314;
tek elle sutyen kopcasi acmak;0.007047768;0.022866476;
tek okuma hakki olsa okunacak kitap;0.000783085;0.019497754;
tek tas yuzuk istemeyen kadin;0.003132341;0.04236423;
tek tip askerlik;0.007830854;0.016367225;
tekbirden ve seladan rahatsiz olan insan;0;0.021301211;
teke tek;0.040720439;0.01589084;
tekila;0.028974158;0.017864434;
teknosa;0.05559906;0.052096094;
teknoseyir;0.016444792;0.013747108;
tekrar baslamasi istenen diziler;0.001566171;0.058901592;
tekrar tekrar izlenesi dizi veya film sahneleri;0.001566171;0.020314414;
teledunya;0.021143305;0.012283925;
telefon alarmini hic ertelemeden kalkan adam;0.003132341;0.038587178;
telefon numarasini hic degistirmemis insan;;0.017149857;
telefona gelen son mesaj;;0.019633864;
telegol;0.093187157;0.052198176;
televizyon;0.094753328;0.017013747;
televizyon makinasi;0.029757244;0.014597795;
temizlikci kadin tuhafliklari;0.002349256;0.015448482;
teofanis gekas;0.014878622;0.015652647;
teoman;0.208300705;0.059854362;
terazi burcu erkegi;0.024275646;0.020688716;
terazi burcu kadini;0.01174628;0.016401252;
terk edilmek;0.013312451;0.021539404;
terminator genisys;0.003915427;0.01276031;
teror saldirilarindan hukumeti sorumlu tutmak;0.001566171;0.031815707;
teyze ile hala arasindaki fark;0;0.016945692;
tez yazmak;0.013312451;0.020518579;
tezer ozlu;0.051683634;0.013508915;
thanksgiving.epicm.org;0.004698512;0.031135157;
the avengers;0.03367267;0.016401252;
the beatles;0.127642913;0.020960936;
the big bang theory;0.098668755;0.050224581;
the big lebowski;0.05559906;0.020280387;
the catcher in the rye;0.030540329;0.017694297;
the curious case of benjamin button;0.032889585;0.020110249;
the dark knight;0.084573218;0.020008167;
the dark knight rises;0.05559906;0.038110794;
the elder scrolls v skyrim;0.021143305;0.030216415;
the fall;0.043069695;0.019531782;
the flash;0.024275646;0.01752416;
the following;0.019577134;0.010922826;
the godfather;0.114330462;0.018749149;
the grand budapest hotel;0.016444792;0.023512999;
the great gatsby;0.032889585;0.017354022;
the hateful eight;0.013312451;0.029093508;
the hitchhiker s guide to the galaxy;0.044635865;0.017456105;
the hobbit an unexpected journey;0.021143305;0.038144821;
the hobbit the battle of the five armies;0.007047768;0.0279706;
the hobbit the desolation of smaug;0.012529366;0.021607459;
the hunger games;0.021143305;0.022356064;
the last of us;0.017227878;0.013236695;
the lord of the rings;0.081440877;0.024159521;
the man from earth;0.039937353;0.022900504;
the martian;0.018010963;0.028753233;
the matrix;0.084573218;0.026303253;
the mentalist;0.040720439;0.022083844;
the new ipad;0.01018011;0.01235198;
the newsroom;0.028974158;0.013883218;
the o.c.;0.036805012;0.014053355;
the office;0.057165231;0.014870015;
the revenant;0.025058731;0.056859943;
the shawshank redemption;0.072826938;0.024772016;
the simpsons;0.081440877;0.01629917;
the sopranos;0.063429914;0.015380427;
the vampire diaries;0.030540329;0.016060977;
the walking dead;0.133907596;0.155845924;
the wire;0.070477682;0.015516537;
the witcher 3 wild hunt;0.012529366;0.018953314;
the wolf of wall street;0.031323414;0.017966517;
the x files;0.05559906;0.019259562;
thierry henry;0.078308536;0.022219954;
thug love;0.025841817;0.006227031;
thy de pilotlarin 24 bin tl maas almasi;0.000783085;0.034197632;
thy nin yeni uniformalari;0.000783085;0.016673472;
tib in eksi sozluk u kapatma emri;0.010963195;0.024057438;
tim duncan;0.038371182;0.016775555;
tinder;0.037588097;0.057404383;
tip haric kadinlari asik ettirebilecek seyler;0.002349256;0.024976181;
tipsiz bir erkegi yakisikli gosterebilecek seyler;0.001566171;0.024533823;
tivibu;0.050900548;0.030590717;
tnt;0.061080658;0.022662311;
toefl;0.038371182;0.01657139;
tolga cigerci;0.020360219;0.018340819;
tolga zengin;0.112764291;0.116714305;
tolgay ali arslan;0.024275646;0.02837893;
tolunay kafkas;0.029757244;0.013202668;
tom waits;0.089271731;0.014733905;
tomas sivok;0.034455756;0.01316864;
tomas ujfalusi;0.029757244;0.013202668;
tool;0.074393109;0.012386008;
top gear;0.025841817;0.011433238;
toplu tasimada 65 yas belesciligi kaldirilsin;0;0.025554648;
topuklu ayakkabi;0.028191073;0.040322581;
torku;0.01174628;0.028549068;
torrent;0.081440877;0.015448482;
torrent kullanabilen kiz;0.009397024;0.036001089;
torrentleech;0.012529366;0.022322036;
tosun pasa;0.089271731;0.01657139;
total war rome 2;0.005481597;0.009936028;
toyota corolla;0.014095536;0.01439363;
trabzon;0.136256852;0.0293317;
trabzonspor;0.240407204;0.094017967;
trabzonspor taraftari;0.027407987;0.027528243;
trafik sigortasi;0.003132341;0.02688172;
trafikte en temkinli yaklasilmasi gereken araclar;0.000783085;0.044644072;
trafikte motosikletlilere silah ceken polisler;0.000783085;0.022390091;
trendyol;0.015661707;0.026201171;
trilece;0.01018011;0.021573431;
trivia crack;0.004698512;0.034674017;
troll;0.225528583;0.025724786;
troll e turkce karsilik onerileri;0.001566171;0.018783177;
trt;0.277995301;0.048012794;
trt 1;0.064996085;0.023104669;
trt spor;0.025058731;0.018817204;
true blood;0.057165231;0.028957398;
true detective;0.070477682;0.054886348;
ttnet;0.09788567;0.152783449;
tuba buyukustun;0.036021926;0.022015789;
tubitak;0.056382146;0.018170682;
tuborg gold;0.028974158;0.023274806;
tugay kerimoglu;0.061863743;0.017149857;
tugce kazaz;0.059514487;0.062678644;
tugce kazaz in yazacagi kitaba isim onerileri;0;0.024669933;
tum zamanlarin en basarisiz kiz dusurme repligi;0.003915427;0.023887301;
tum zamanlarin en iyi spiker repligi;0;0.019565809;
tumblr;0.043069695;0.018068599;
tumer metin;0.075176194;0.024465768;
tuna kiremitci;0.05403289;0.017660269;
